,SMILES
2908,[H]N([H])CCCN1CCN(CCCN([H])C(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1
2909,NCCC(=O)NCC[C@H](N)C(O)=O
2910,O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O
2911,NC1=CC(F)=CC(F)=C1
2912,[H][C@@](CC1=CC=C(OC2=CC(=C(O)C(=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1)(NC(C)=O)C(O)=O
2913,N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O
2914,[H][C@](N)(CCCC)C=O
2915,[H][C@]1(CO)O[C@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
2916,[NH3+]CC1=CC=C(F)C=C1
2917,[H][C@@](CC(C)C)(N1C=C(CN)N=N1)C(O)=O
2918,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSC(=O)CCC[N+]([O-])=O)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
2919,OC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
2920,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
2921,CC[C@@H](OP(O)(O)=O)C(O)=O
2922,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=C(C)C(=O)NC2=O)[C@]([H])(OC)[C@]1([H])C
2923,[H][C@]1(CO)O[C@@]([H])(C2=NC3=CC(C)=CC=C3S2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
2924,[H]N([H])C(=NCCC[C@H](N([H])C(=O)C1CCCC1)C(=O)C1=NC2=CC=CC=C2S1)N([H])[H]
2925,[H][C@@](N)(CCCCN)C(O)=O
2926,NC[C@@H]1CCCN1
2927,N1C=NC=C1C1=CC=CC=C1
2928,OC1=CC=CC=C1
2929,[H]N([H])C1=NC(=O)C2=C(N([H])C[C@@H](CN([H])C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)N2C=O)N1[H]
2930,[H][C@@](CC(C)C)(NC(C)=O)[C@]1([H])O[C@]([H])(C[C@@]1([H])C(=O)OC)C(O)=O
2931,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
2932,OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1Cl
2933,NCCCCCCN
2934,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1
2935,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
2936,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
2937,O=CCCCC=O
2938,CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O
2939,CC(=O)N[C@@H](CC1=CC(C=O)=C(C=C1)C(O)=O)C(=O)N[C@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
2940,[H][C@]1(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)C([H])(O)[C@]([H])(O)[C@@]1([H])O
2941,NS(=O)(=O)C1=C(F)C=CC=C1F
2942,CN1N=C(C(Br)=C1C(F)(F)F)C1=CC(C(O)=O)=C(Cl)C=C1F
2943,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O
2944,[H]N1C(=O)C=CN([C@H]2C[C@H](O)[C@@H](C)O2)C1=O
2945,N[C@@H](CS)C(N)=O
2946,NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](C=CC[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O
2947,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
2948,OC[C@H](O)[C@@H](O)CO
2949,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
2950,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H](C[C@@H]4O)N4C=C(C)C(=O)N([H])C4=O)[C@@H](O)[C@H]3O)C2=NC=N1
2951,[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(CO)O1
2952,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
2953,[H][C@]1(O)COC(=C[C@]1([H])O)C(O)=O
2954,OC1=CC=C(C=CC(=O)C2=C(O)C=C(O)C=C2)C=C1
2955,[H]C(N)(O)[C@]1(O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N=[N+]=[N-]
2956,[H]C(OCCN)=C(\[H])C(=NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
2957,[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1
2958,[H][C@](N)(CS[As](O)O)C(O)=O
2959,CC(=O)N[C@@H](CC1=CC=CC2=CC=CC=C12)[B-](O)(O)OC[C@H](N)C(O)=O
2960,[H][C@]1(N)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])CO
2961,[H][C@@](N)(CP(O)(O)=O)C(O)=O
2962,CN1C(=O)NC2=C1NC(=O)NC2=O
2963,CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O
2964,NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O
2965,[H]N([C@@H]1[C@@H](O)C[C@@](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)(O[C@@]1([H])[C@H](O)[C@H](O)CO)C(O)=O)C(C)=O
2966,OS(=O)(=O)CC1=CC=CC=C1
2967,OP(O)(=O)OC1=CC=CC=C1
2968,[H][C@](NC(=O)CCC(O)=O)(C(O)=O)C1=CC=CC=C1
2969,[H][C@]12NC3=C(N[C@@]1([H])C(S)=C(S)[C@@H](COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)O2)C(=O)NC(N)=N3
2970,CC1=CC=CC(CC=C)=C1O
2971,ClC1=C2COC(=O)C2=C(Cl)C(Cl)=C1Cl
2972,OC[C@@H](O)[C@@H](O)C[C@H](O)C(O)=O
2973,NCC1=CNC2=C1C(=O)NC(N)=N2
2974,CC(=N)NCCC[C@H](N)C(O)=O
2975,COC1=CC=CC(C=O)=C1OP(O)(O)=O
2976,NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1
2977,CC(C)C[C@H](N)C(=O)NO
2978,OS(=O)(=O)CCNC1CCCCC1
2979,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
2980,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=C(C=C2)S(=O)(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
2981,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C=C\Br)C(=O)NC1=O
2982,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CCC[C@@H](N)C(O)=O)C(O)=O
2983,N[C@@H](CC1=CNC2=C1C=C(F)C=C2)C(O)=O
2984,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1
2985,C1COCCO1
2986,CC(S)C1=C2C=C3C(C)=C(C(C)S)C4=[N+]3[Fe--]35N6C(=C4)C(C)=C(CCC(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4CCC(O)=O
2987,[H]N=C1N(C)C=NC2=C1N=CN2[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O
2988,[H][C@](N)(CC1=C(ON=C1[O-])C(C)(C)C)C(O)=O
2989,N[C@@H](C[NH3+])C(O)=O
2990,[H][C@]1(OC(=C[C@H](N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
2991,CC(C)NC[C@@H](O)COC1=CC=CC2=C1C=CC=C2
2992,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
2993,[H]N([H])[C@@H](CC1=CC=C(O)C=C1)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
2994,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OC2CC(OC2CO)N2C=CC(N)=NC2=O)O1
2995,[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)P(O)(O)=O
2996,S[Mo](=O)=O
2997,SC1=NC=CC=C1
2998,N[C@@H](CCC(=O)N[C@@H](CS[C@@H](O)N(O)C1=CC=C(I)C=C1)C(=O)NCC(O)=O)C(O)=O
2999,[H]N(CC1=CC=CC2=CC=CC=C12)C1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3N([H])C(=O)C3=CC(OC)=CC(OC)=C3)C2=NC=N1
3000,NC1=NC2=C(N3[C@@H](COC3=O)CN2)C(=O)N1
3001,NS(=O)(=O)C1=CC=C(NC(=S)OCCC2=CSC=C2)C=C1
3002,C[C@H](O)CBr
3003,OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F
3004,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1
3005,CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
3006,OCC1=CC=CC(I)=C1
3007,[H][C@@](C)(CP(O)(=O)[C@@]([H])(N)CC(O)=O)C(O)=O
3008,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CCSCC(=O)N([H])CCC4=CN([H])C5=C4C=C(Br)C=C5)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
3009,CC(=O)NC1=CC=C(C=C1NC(N)N)C(O)=O
3010,O[C@H](C=C(/O)[O-])C([O-])=O
3011,[H][C@]1(O)[C@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@]([H])(OP(O)(O)=O)[C@@]1([H])OP(O)(O)=O
3012,OCCS
3013,OC1=C(Cl)C=C(C=C1Cl)C1=CC(Cl)=C(O)C(Cl)=C1
3014,CCOP(=O)(OCC)OCC
3015,[H][C@]12CCCN[C@]11CC(C)=C[C@H]2CC2=C1C=CC(=O)N2
3016,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(Br)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
3017,[NH3+][Co-3]([NH3+])([NH3+])([NH3+])([NH3+])[NH3+]
3018,CC1=C(CNC2=CC=CC3=NC=CC=C23)C=NC2=NC(N)=NC(N)=C12
3019,N[C@@H](CS[As](O)(O)=O)C(O)=O
3020,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])N=C(N)N2
3021,[H][C@]1(CO)O[C@@]([H])(C2=NN=C(C)O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
3022,[H]N([H])[C@@H]([C@@H](C)O)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
3023,O[C@H](C(O)=O)C1=CC=CC=C1
3024,[H]N([H])C1=NC(=O)C2=C(N1[H])N(CN2C)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
3025,C[N+](C)(C)C1=CC=CC(=C1)C(O)(O)C(F)(F)F
3026,[H][C@]1(CCCN1C(C)=O)C(O)=O
3027,[H][C@@](C)(O)[C@]12NC3=NC(C)=NC=C3CN1C(C)=C(CCOP(O)(=O)OP(O)(O)=O)S2
3028,[H][C@](N)(CCCCN(C)C)C(O)=O
3029,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(C)=O)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
3030,CSCC[C@@H](NC(N)=O)C(O)=O
3031,COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC
3032,N1C=CN=C1
3033,[H][C@](CC(O)=O)(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1
3034,CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1
3035,NC1=CC2=CC=CC=C2C2=CC=CC=C12
3036,[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O
3037,[H][C@](N)(CCC(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]1(O)F)C(O)=O
3038,SCCC(=O)N1CCC2=C(C1)NC1=C2C=CC=C1
3039,[H]N=C(C)N1CCC(CC1)OC1=CC2=C(C=C1)N=C(C)N2CC1=CC2=C(C=C1)C=CC(=C2)C(N)=[NH2+]
3040,[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O
3041,[H]N([H])[C@@H](C)C(=O)N([H])S(=O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N=CN=C12)N([H])[H]
3042,OC(=O)CCP(O)(O)=O
3043,[H][C@](N)(CC1=CC=C(O)C=C1)C(N)=O
3044,CCCCCCCCCCCCCCCC=O
3045,[H][C@](N)(CS=O)C(O)=O
3046,OC1CCN(CC1)C(=O)[C@H](CC1=CC=C(F)C=C1)NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2
3047,FC1=CC2=C(NC(=C2)C(=O)NCCS)C=C1
3048,CC1=CNC=N1
3049,N[C@@H](CC1=CNC2=C1C(F)=CC=C2)C(O)=O
3050,CC(C)N(O)C(=O)C(O)=O
3051,CC(C)N(C(=O)C1=C(Cl)C=C(Cl)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O
3052,O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O
3053,[H]N(CCC)C(=O)[C@H](O)[C@@H](O)C(O)=O
3054,[H]C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CCSC)C1=CC=C(O)C=C1
3055,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(NP(=O)(OC)OC)[C@]1([H])O
3056,[H][C@@]12CCCN(N1)C(=O)[C@H](CC1=CC(O)=CC=C1)NC(=O)[C@@H](NC(=O)[C@H](CCC(C)=O)[C@H](O)[C@@H](C)[C@@H](O)C=CC=CC[C@H](OC2=O)C(C)=CC=CCC[C@H](C)[C@@H](O)C[C@@H]1O[C@@]2(NC(=O)[C@@H](CC)C[C@@H]2C)[C@@H](C)[C@@H](O)[C@H]1C)C(C)C
3057,OCCOCCOCCOCCOCCOCCOCCO
3058,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)C=C1
3059,[H]N([C@H]1CC[C@@H](O)CN([H])C1=O)C(=O)[C@H](OC)[C@H](O)[C@@H](O)[C@H](O)C=CC(C)(C)C
3060,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
3061,CC[N+]#C
3062,CC1=CC=C(CCC(O)=O)C=C1
3063,O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
3064,[H][C@@](C)(CCCC(C)C)CCC[C@@]([H])(C)CCC[C@@]([H])(C)CCOC[C@@]([H])(COP(O)(O)=O)OCC[C@]([H])(C)CCC[C@]([H])(C)CCC[C@]([H])(C)CCCC(C)C
3065,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
3066,[H]N([C@@H](CC(C)C)C(=O)N([H])[C@@H]1CN(CC1=O)C(=O)[C@H](CC(C)C)N([H])C(=O)OCC1=CC=CC=C1)C(=O)OCC1=CC=CC=C1
3067,[H][C@@]1(O)[C@@]([H])(O)[C@@]([H])(OC)O[C@]([H])(CO)[C@@]1([H])S
3068,OC1=CC=C(C=C1O)[N+]([O-])=O
3069,N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O
3070,[H][C@]12C[C@H](N[C@@]1([H])CCCC2)C(O)=O
3071,OC1=CC(=O)OC2=CC=CC=C12
3072,OC[C@@H]1NC[C@H](O)[C@H]1O
3073,N[C@@H](CCCCO)C(O)=O
3074,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
3075,[H][C@]1(N)S[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O
3076,CCCCCSCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
3077,CC1=C(CCO[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N
3078,[H]N([H])C(=NCCC[C@@H](C=O)[C@H](N([H])C(=O)N1CCN(CC1)C(=O)N([H])C(C)(C)C)C(O)=O)N([H])[H]
3079,CC(=O)C1=C(C)C2=CC3=C(C(O)=C)C(C)=C4C=C5N6C(=CC7=C(CCC(O)=O)C(C)=C8C=C1N2[Fe]6(N78)N34)C(CCC(O)=O)=C5C
3080,O=C1NC=CC(=O)N1
3081,[H][C@]1(O[C@H](C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO
3082,O=C1NN(CCC2=CC=CC=C2)C(=O)C2=C1C=CC=C2
3083,OC(=O)C1=CSC=N1
3084,[H][C@](N)(CC[Se]C[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)C(O)=O
3085,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O
3086,[H][C@@](C)(C[C@]([H])(N)C(O)=O)C([O-])=O
3087,[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(CO[C@]1([H])O[C@]([H])(CO[C@@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)OC(=O)CCCCCCCCCCCCCCCCC
3088,[H]N([H])[C@@H](CCCC(=O)N([H])[C@@H](CS)C(=O)N([H])[C@H](C=C)C(O)=O)C(O)=O
3089,COC1=CC=C2NC(=O)C(=CC3=CN=CN3)C2=C1
3090,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)COP(O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
3091,O[C@H](C#N)C1=CC=C(O)C=C1
3092,C[C@H](CN)C([O-])=O
3093,C[C@H](CNCC1=C(O)C(C)=NC=C1COP(O)(O)=O)OP(O)(O)=O
3094,OS(=O)(=O)CCCN1CCOCC1
3095,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
3096,[Ga+3].CC(=O)N([O-])CCC[C@H]1\N=C(O)C\N=C(O)\[C@H](CO)\N=C(O)C\N=C(O)\[C@H](CCCN([O-])C(C)=O)\N=C(O)C(CCCN([O-])C(C)=O)\N=C1/O
3097,[H]N([H])C1=NC(=CS1)C(=N\OC)C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O
3098,[H][C@](O)(CO)COP([O-])(=O)OC[C@@]([H])(O)COC(=O)CCCCCCCCCCCCCCC
3099,[H][C@]1(C)O[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N
3100,CCCCCCCCCCCCCCCC(=O)NCC(O)=O
3101,[H][C@@](CI)(CC1=CC=CC=C1)C(O)=O
3102,CC1=NN(C(O)=C1\N=NC1=CC(=CC=C1C(O)=O)S(O)(=O)=O)C1=C(C)C=C(C=C1)S(O)(=O)=O
3103,NC(N)C1=CC2=C(C=C1)[N+]1=C(N2)C(=O)C2=[N+]([Zn]1)C1=C(N2)C=C(C=C1)C(N)N
3104,O\N=C1C(\NC2=C\1C=CC=C2)=C1C(=O)NC2=CC(Br)=CC=C12
3105,CC(CN1C=CN=N1)([C@@H](NC=CC=O)C(O)=O)S(=O)=O
3106,[H][C@]1(CO)O[C@]([H])(OC2=CC=CC(=C2)C(=O)NCC2=CC=CC=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
3107,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)O[C@@H]4[C@H](O)[C@@H](CO)O[C@H]4N4C=CC(=O)NC4=O)[C@@H](O)[C@H]3O)C2=NC=N1
3108,OC[C@H]1O[C@H](C[C@@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O
3109,[H]N([H])C(=NC1=CC=C(CCN([H])CC2=CC(Cl)=CC=C2)C=C1)C1=CC=CS1
3110,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@]1([H])NC(C(O)=O)=C(CC(=O)OC)CS1
3111,[H][C@@]1(CC[C@@]2([H])C(CCC[C@]12C)=CC=C1C[C@@H](O)C[C@H](O)C1=C)[C@@H](C)OCCCC(O)(CC)CC
3112,C[Si](C)(C)C(CC(O)=O)C(O)=O
3113,[H]N=C(N([H])[H])N1CCC[C@H](CC(=O)N([H])[C@@H](CC2=CC=C(C=C2)C#CC2=CC=CC=C2)C(=O)OC)C1
3114,CC1=CC=CC(O)=C1O
3115,[H][C@](NOCCS)(C(O)=O)C1=CNC2=C1C=CC=C2
3116,[H][C@@](CC(C)C)(NC(=O)OCC1=CC=CC=C1)C(=O)N[C@]1([H])CCN(C1)C#N
3117,CN(CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12
3118,[H]N([C@@H](CC(O)=O)C(O)=O)C(=O)CP(O)(O)=O
3119,CC(C=CC=C(C)C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=CC=CC=C(C)C=CC=C(C)C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C
3120,NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
3121,CC1=CNC(=O)NC1=O
3122,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(C2=C3N=CN=C(N)C3=NN2)[C@]([H])(O)[C@]1([H])O
3123,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O
3124,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1
3125,NS(=O)(=O)C1=CC2=C(CCNC2)C=C1
3126,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7N8C(C=C1N2[Fe]68N34)=C([O-])[C@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O
3127,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O)C(O)=O
3128,[H]N([C@@H](CCC(O)=O)CCC1=CC=CC=C1)C(=O)CCCCCCC1=CC=CC=C1
3129,[H][C@]1(CO)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@@]([H])(OCCCCCCC3CCCCC3)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
3130,CNC(=O)CC[C@H](N)C(O)=O
3131,NC1=NC(NC2=CC(=CC3=C2C(O)=C(\N=NC2=CC=CC=C2S(O)(=O)=O)C(=C3)S(O)(=O)=O)S(O)(=O)=O)=NC(N)=N1
3132,CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O
3133,[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1
3134,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F
3135,[H][C@]1(O)O[C@]([H])(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])OC(C)=O
3136,CN1C(=O)N[C@@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O
3137,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1
3138,C[C@H]1[C@@H]2[C@@H](C)NC3=C(N2CN1C1=CC=C(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@@](O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@@H]2O)C=C1)C(=O)NC(N)=N3
3139,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@@H](O)[C@@H](O)[C@@H](O)CN4C5=C(C=C(C)C(=C5)N(C)C)N=C5C(=O)N([H])C(=O)N=C45)[C@@H](O)[C@H]3O)C2=NC=N1
